month_date_yyyymm,cbsa_code,cbsa_title,HouseholdRank,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202301,12540,"Bakersfield, CA",83,369963,0.0009,0.0897,1343,-0.1133,0.676,67,0.0469,0.675,764,0.3643,-0.2267,34,0.4167,-0.2273,402,0.0579,1.3929,323,-0.0556,-0.4303,212,-0.0079,0.0319,1728,0.0026,0.0582,419586,-0.0048,0.0342,1647,-0.1056,0.2169,0.2406,0.0147,-0.4673,1
202301,37300,"Palestine, TX",655,249500,-0.0216,-0.0924,111,-0.0391,0.8729,85,0.1258,0.1644,40,0.25,0,2,,,16,1,3,18,-0.1667,-0.4697,138,-0.0004,0.044,1809,-0.0136,0.071,300478,-0.1828,-0.0617,127,-0.0451,0.3956,0.1584,-0.0242,-0.401,0
202301,45740,"Toccoa, GA",845,328650,0.0605,0.1144,59,-0.0781,0.439,69,0.0379,-0.1845,28,0.4,1.3333,0,,-1,18,-0.25,0.5,26,-0.2273,-0.5278,165,0.0138,0.1555,1800,0.0286,0.0651,360189,0.0127,0.1327,83,-0.1443,-0.117,0.4322,-0.0834,-0.8849,1
202301,20460,"Durant, OK",591,266000,-0.0037,-0.0272,124,0.0164,1.5833,73,-0.0267,-0.131,56,0.75,0.75,2,,,24,0.2,2,43,0.3281,-0.4481,156,0.0422,0.0107,1821,-0.0063,-0.0098,335995,-0.0482,-0.2429,167,0.0742,0.332,0.3427,0.0804,-1.2614,1
202301,49380,"Worthington, MN",893,241075,0.0108,0.0504,25,-0.0926,0.75,86,0.0556,0.6442,8,0,0,0,,,4,0,,10,0.3571,-0.2083,129,0.0063,0.0387,1655,-0.0276,0.0914,232353,-0.0237,0.1082,35,0.0294,0.25,0.3878,0.1285,-0.4694,1
202301,27460,"Jamestown-Dunkirk-Fredonia, NY",309,129900,-0.1334,-0.1617,171,-0.058,0.2537,79,0.0195,-0.0765,84,0.5,0.4,0,,,30,0.25,0.25,102,-0.3048,0.5615,86,-0.026,-0.0949,1531,-0.0123,-0.0359,228955,-0.2304,0.0703,274,-0.1636,0.4098,0.5953,-0.2113,0.1174,1
202301,18260,"Cookeville, TN",341,359900,-0.014,0.0141,348,-0.036,0.8811,79,0.1894,0.1056,142,0.3654,0.4792,2,,-0.5,132,0.2692,2.3,131,0.0917,0.0738,200,0.0005,0.1236,1874,-0.0077,-0.1886,464927,-0.0027,-0.1165,470,-0.0021,0.5359,0.3764,0.044,-0.283,0
202301,42980,"Seymour, IN",646,262925,-0.0436,0.1611,54,-0.0614,0.3049,73,0.187,0.2066,38,0.9,0.9,0,,,10,0.25,1.5,39,0.0833,-0.0488,142,0.0693,0.1933,1991,-0.0873,0.0624,297288,-0.0817,0.1196,93,0.0054,0.142,0.729,0.0974,-0.271,1
202301,38180,"Pierre, SD",877,354250,-0.0021,-0.0737,18,-0.1429,0.3846,77,0.2875,-0.2117,8,1,-0.3333,0,,,2,-0.5,,11,-0.1923,-0.125,236,-0.0303,0.0398,1547,-0.0045,-0.024,385599,-0.0355,0.0888,30,-0.2237,0.1346,0.5833,-0.0357,-0.3397,0
202301,47540,"Wapakoneta, OH",621,199950,-0.1683,0.2354,45,-0.11,0.4355,81,0.3729,0.125,32,0.3333,0.3333,0,,,6,-0.25,-0.25,34,0.1167,-0.2386,126,-0.0608,0.1266,1706,-0.0731,-0.0009,298219,-0.0583,0.4052,77,-0.0253,0.0405,0.7528,0.1528,-0.6665,0
202301,14020,"Bloomington, IN",251,319900,0.0237,-0.0924,233,-0.1993,0.2394,81,0.0733,0.1838,128,1.1333,-0.0303,2,,,58,-0.0333,1.4167,120,0.1215,-0.2547,175,-0.0093,-0.022,1785,-0.0072,-0.0608,383968,0.0067,-0.1683,351,-0.1247,0.0203,0.515,0.1473,-0.3414,0
202301,18060,"Columbus, MS",538,209500,0.0504,0.048,121,-0.1074,0.3389,87,0.1723,0.2049,46,0.6429,-0.1154,0,,,24,0,0.5,12,-0.25,-0.2,110,0.0285,0.1602,1955,-0.0118,-0.1013,288797,0.0508,-0.085,133,-0.1307,0.2667,0.0996,-0.0189,-0.0671,0
202301,24660,"Greensboro-High Point, NC",72,319950,0.0191,0.1639,922,-0.124,0.6281,67,0.0806,0.1356,612,0.275,-0.1453,30,0.0714,-0.1667,290,0.2083,3.0278,856,-0.0976,-0.3592,151,-0.037,0.0911,1781,0.0008,-0.0448,384683,-0.0025,0.0314,1778,-0.1108,-0.063,0.9284,0.0272,-1.4303,1
202301,33220,"Midland, MI",422,223575,-0.0059,0.0282,58,-0.2658,0.0175,69,0.0742,0.1653,48,0.2,-0.25,0,,,20,0,0.25,76,-0.0904,-0.3811,145,-0.0035,0.0686,1632,0.0197,0.0149,308491,0.0044,0.0738,134,-0.1879,-0.2429,1.3017,0.2511,-0.8386,0
202301,12380,"Austin, MN",674,186450,0.0361,0.3323,56,-0.119,0.5,74,0.0352,0,28,1.3333,0.4,0,,,12,0,0.5,28,0.037,-0.2432,105,-0.0039,0.0611,1839,0.03,0.2706,238760,0.0278,0.3308,82,-0.0889,0.1233,0.5045,0.0759,-0.4955,0
202301,10620,"Albemarle, NC",509,304500,0.0152,-0.0745,195,0,1.4375,82,0.2813,1.05,76,0.9,0.1875,6,,,64,0.3333,4.3333,71,-0.2579,0.0368,191,0.0254,0.0392,1538,-0.0065,-0.1246,349353,0.0027,-0.0443,267,-0.081,0.7649,0.3615,-0.1256,-0.4885,1
202301,30780,"Little Rock-North Little Rock-Conway, AR",73,299900,0,0.2762,1240,-0.0842,0.5837,54,0.0288,0.07,898,0.4484,0.0793,20,0,-0.1667,392,0.3243,0.6897,865,-0.0416,-0.2343,142,0.0016,0.2003,2022,-0.0144,0.0383,347016,0.0014,0.0971,2117,-0.0602,0.1099,0.6972,0.031,-0.7447,0
202301,42780,"Selinsgrove, PA",704,244950,0.0889,0.2251,37,-0.1395,0.85,76,0.2839,-0.1766,16,0,0,0,,,12,0.5,0.5,31,0.069,-0.2051,156,0.1105,0.2292,1617,0.0342,-0.025,273143,0.1141,0.2501,69,-0.0486,0.181,0.8378,0.1634,-1.1122,1
202301,25420,"Harrisburg-Carlisle, PA",93,308745,0.0326,0.343,564,-0.1429,0.1949,77,0.2222,0.3276,362,0.0523,-0.1847,80,2.3333,0,146,-0.1705,0.46,577,-0.1589,-0.2742,155,0.0314,0.1672,1965,0.02,0.0729,370315,0.0415,0.1931,1138,-0.1533,-0.1018,1.023,-0.0195,-0.6613,0
202301,22220,"Fayetteville-Springdale-Rogers, AR",107,397232,0.0095,0.0318,1691,-0.0304,2.1085,79,0.2869,0.2661,788,0.3681,0.0155,54,0.125,-0.4375,464,0.1717,3.8333,1166,-0.0308,-0.342,194,0.0007,0.0951,2052,0,-0.0422,554562,-0.0124,-0.0994,2859,-0.0353,0.2195,0.6895,-0.0003,-2.5678,1
202301,21460,"Enterprise, AL",561,340000,0.0149,0.7133,101,-0.0982,0.2469,95,0.4104,0.5492,38,-0.2692,-0.525,0,,,18,-0.1,0.5,46,-0.0109,-0.4451,149,0.0371,0.5164,2273,-0.0001,0.1739,325985,-0.0245,0.451,148,-0.075,-0.0864,0.4505,0.0398,-0.5619,1
202301,40340,"Rochester, MN",202,394900,0.0395,0.0972,311,-0.1493,0.2571,88,0.1745,0.306,154,0.75,-0.1047,4,0,0,60,-0.1667,0.6667,202,-0.1004,-0.1426,184,0.0256,0.093,2112,0.0072,-0.0452,456154,0.015,0.0312,512,-0.1316,0.0568,0.649,0.0353,-0.3025,0
202301,10500,"Albany, GA",306,189225,-0.0534,0.6454,237,-0.0706,0.3094,77,0.0439,0.4306,116,0.7059,-0.2162,0,,,56,0.5556,3.6667,11,0.1667,-0.0455,103,-0.0288,0.4001,1836,0.0019,0.1595,224613,-0.0219,0.4321,245,-0.072,0.2963,0.0443,0.009,-0.0165,1
202301,34140,"Moscow, ID",652,468000,-0.0127,-0.1716,42,-0.087,2,98,0.0978,0.6375,12,0.5,0,0,,,10,1.5,,16,-0.225,-0.2955,244,-0.0133,-0.0872,2112,-0.0249,-0.1141,703200,-0.0143,-0.2177,57,-0.1364,0.6286,0.369,-0.0657,-1.2024,1
202301,37580,"Paris, TX",589,249950,0.1109,-0.0568,180,-0.0553,0.8895,87,0.1966,0.388,58,0.3182,0.2083,0,,,36,-0.1818,0.2857,45,-0.3571,-0.2969,127,0.0146,0.0384,1796,-0.0099,-0.0517,318674,0.0079,-0.0463,222,-0.1245,0.4383,0.2507,-0.1177,-0.423,0
202301,23420,"Fresno, CA",71,429475,0.0226,0.0476,991,-0.1215,1.0603,60,0.057,0.7214,550,0.1179,-0.1959,24,0.5,0,314,0.0753,3.1316,620,-0.0869,0.6273,240,-0.008,0.0197,1777,0.0077,-0.0031,544629,0.0197,-0.0025,1605,-0.1088,0.8641,0.6256,0.0237,-0.1665,1
202301,15340,"Bucyrus-Galion, OH",645,141850,-0.0665,0.2389,59,-0.3118,-0.0085,79,0.3083,0.5096,28,0.4,-0.125,0,,,16,-0.2,0,34,0.2593,-0.1053,100,-0.0265,0.0599,1535,0.0149,0.0929,170537,-0.0496,0.1838,90,-0.1864,-0.0867,0.5812,0.2635,-0.0629,1
202301,42820,"Selma, AL",756,95475,0.1934,0.3504,65,-0.14,-0.1164,122,0.0867,-0.0486,16,1,-0.3333,0,,,4,-0.5,-0.5,15,0.1154,-0.3409,60,0.0733,0.3744,1708,0.0461,-0.0686,138747,0.1137,0.2914,79,-0.0706,-0.1684,0.2248,0.0515,-0.0766,0
202301,35900,"North Wilkesboro, NC",479,287250,-0.0095,0.0945,53,-0.2045,-0.0789,74,0.2458,-0.02,32,1,0,0,,,12,0,2,42,-0.0349,-0.0778,237,-0.0921,0.0628,1701,-0.038,-0.2669,445639,-0.0824,-0.0017,96,-0.1239,-0.0637,0.7905,0.139,0.001,0
202301,27500,"Janesville-Beloit, WI",264,294582,0.0162,0.1788,176,-0.1643,0.2021,81,0.2519,0.3458,106,0.4722,-0.0185,0,,-1,40,0.25,0.25,135,-0.1667,-0.3382,155,0.031,0.0642,1803,-0.0033,0.1028,334361,0.0105,0.1367,307,-0.1725,-0.1101,0.7692,-0.0022,-0.628,0
202301,25700,"Hays, KS",797,180000,0,0.108,51,-0.0648,0.8036,94,0.1295,-0.1114,16,-0.2,1,0,,,12,2,0.5,30,0.2,-0.2105,110,0.0813,0.2758,1858,0.0054,0.0203,312548,0.0867,0.179,80,0,0.194,0.5941,0.1311,-0.7631,1
202301,39060,"Pottsville, PA",289,125000,0,0.2538,204,-0.0599,0.2289,71,0.0758,0.42,122,0.4524,0.3261,2,-0.5,-0.5,46,0.15,0.4375,104,-0.168,-0.2973,79,0.0466,0.2613,1688,-0.0007,0.0875,193387,0.0063,0.1692,308,-0.0968,-0.016,0.5098,-0.0662,-0.3818,0
202301,31420,"Macon-Bibb County, GA",207,234725,-0.0106,0.1798,555,-0.0212,0.3636,62,-0.0198,0.0647,334,0.3917,-0.0722,14,0.1667,-0.8333,164,0.2059,1.5625,267,-0.1387,-0.5513,122,-0.0221,0.1891,1910,0.0061,0.0734,402900,-0.0299,-0.1331,810,-0.0652,-0.1757,0.4811,-0.0657,-0.9808,0
202301,14300,"Bonham, TX",775,290275,-0.0185,0.1901,140,-0.0245,1.9063,83,0.1528,0.5091,50,0.7857,0.3889,2,,,54,0.9286,5.75,42,0.1216,-0.3712,175,-0.0264,0.1884,1722,-0.0544,-0.0575,389028,-0.0302,0.1582,181,0.0056,0.5739,0.2975,0.0387,-1.0775,1
202301,47700,"Warsaw, IN",457,330575,-0.0132,0.1403,91,-0.0474,0.3116,77,0.2183,0.2582,50,0.25,0.1364,0,,,22,0.1,0.375,33,-0.2979,-0.3125,155,-0.0808,-0.0768,1861,-0.0443,0.0572,462924,-0.0474,-0.062,124,-0.1303,0.0556,0.3646,-0.1301,-0.331,0
202301,29340,"Lake Charles, LA",217,236225,0.0052,0.0513,839,-0.0482,0.6837,101,0.0745,0.3467,232,0.2889,-0.1471,2,,-0.75,224,0.3659,0.4359,216,0.2857,-0.4286,124,0.0071,0.0571,1887,0.0061,0.0323,276263,0.0159,0.0408,1050,0.0043,0.2063,0.2576,0.0669,-0.5014,0
202301,33860,"Montgomery, AL",144,272500,0.0521,0.3171,711,-0.092,0.605,79,0.197,0.463,382,0.5159,-0.1623,12,0,-0.5714,166,-0.0119,1.4412,280,-0.0193,-0.353,119,0.0021,0.1669,2108,0.0089,0.1151,325743,0.0025,0.1769,983,-0.0787,0.1234,0.3931,0.0291,-0.5821,0
202301,33180,"Middlesborough, KY",840,120999,-0.0301,0.0087,41,0.2273,0.1912,84,-0.1789,0.0213,18,1.25,1.25,0,,,6,-0.25,0.5,10,-0.4063,-0.6042,93,0.0501,0.0797,1410,-0.1157,0.0747,179200,-0.0592,0.1448,50,0,-0.1379,0.2346,-0.2503,-0.4713,1
202301,43100,"Sheboygan, WI",336,344900,0.1501,0.3579,96,-0.1157,0.1938,82,0.1985,0.3814,42,0.5,-0.5,0,,,16,0.3333,-0.3333,47,-0.1983,-0.4716,182,-0.0141,0.0341,1585,-0.0128,0.0173,366042,0.053,0.0745,142,-0.1476,-0.1676,0.4869,-0.0501,-0.6131,0
202301,32280,"Martin, TN",765,233425,-0.0274,0.173,48,-0.05,0.5833,72,0.1349,-0.1782,20,0,-0.1667,0,,,12,-0.25,0,18,0.3462,-0.527,116,-0.0195,0.0911,1854,0.0112,-0.1016,238238,-0.3347,-0.0301,65,0.0317,-0.0299,0.3684,0.1084,-0.8649,0
202301,39020,"Portsmouth, OH",471,129925,-0.0187,-0.188,87,0.0813,0.4661,70,-0.0795,-0.0479,44,0.8333,1.2,0,,,20,0.25,0.6667,26,-0.1613,-0.2571,96,-0.0107,-0.0546,1404,0.0119,-0.0517,182547,0.0232,-0.0796,112,0.009,0.2174,0.3006,-0.0869,-0.2926,1
202301,27140,"Jackson, MS",104,311000,-0.0407,0.1497,1065,-0.06,0.8984,81,0.1027,0.4123,500,0.2376,0.0417,14,-0.3,0.1667,336,0.2537,1.2105,506,0.0316,-0.262,141,-0.0183,0.1314,2110,-0.0184,-0.0328,349394,-0.0385,-0.085,1569,-0.0351,0.2452,0.4746,0.0422,-0.7464,0
202301,18300,"Coos Bay, OR",476,437000,0.0307,0.0952,154,-0.016,0.9188,86,0.1875,-0.0172,66,0.5,0.0313,0,-1,-1,48,0.7143,0.2,67,-0.05,-0.5181,266,0.0162,0.1912,1784,-0.0211,0.0457,602272,0.035,-0.0059,220,-0.009,-0.009,0.4332,-0.0155,-1.2918,1
202301,38920,"Port Lavaca, TX",896,308750,-0.026,0.1488,82,0.0188,0.3814,125,0.1737,0.7123,16,0,-0.3333,0,,,12,2,0.5,12,-0.2941,-0.4545,187,0.0085,0.0883,1730,0.0007,0.0879,450499,-0.0002,0.4116,94,-0.0408,0.1605,0.1472,-0.0653,-0.2256,1
202301,44500,"Stephenville, TX",673,410000,0.0302,0.4909,109,-0.132,1.3587,77,0.1953,0.2339,52,1.1667,1.1667,0,,-1,30,0.5,6.5,35,0.1897,-0.2959,208,0.0074,0.3705,1907,0.0032,0.0615,608685,0.052,0.3543,142,-0.0779,0.5435,0.318,0.086,-0.7472,1
202301,41180,"St. Louis, MO-IL",20,269900,0.0176,0.1158,3823,-0.1035,0.2649,67,0.1964,0.1167,2330,0.3061,-0.1546,128,-0.0857,-0.5224,1244,0.1268,0.8512,2873,-0.0887,-0.2395,153,0.0205,0.0584,1652,-0.0039,0.0325,332222,0.0115,-0.012,6713,-0.0946,-0.0068,0.7515,0.0123,-0.4984,0
202301,14740,"Bremerton-Silverdale-Port Orchard, WA",176,550000,0.0002,-0.0832,344,-0.1421,1.4571,75,0.1719,0.6484,200,1,-0.0566,20,1.5,0.6667,140,0.0294,4.8333,233,0.0264,-0.4233,290,0.0109,-0.0211,2030,0.0057,0.0281,702074,0.0043,-0.123,582,-0.074,0.0689,0.6773,0.1112,-2.2084,1
202301,19180,"Danville, IL",463,99900,-0.0918,0.1753,104,-0.1111,0.4444,82,0.3484,0.0967,44,0.375,-0.1538,0,,,22,-0.3125,0.375,70,0.1583,1.1061,65,-0.0462,0.0594,1551,-0.0061,0.0645,124226,-0.0134,0.0833,171,-0.0087,0.6238,0.6683,0.1554,0.2099,0
202301,21140,"Elkhart-Goshen, IN",233,249000,0.0081,0.2146,164,-0.1881,0.907,63,0.26,0.1667,102,-0.378,-0.1207,0,,,50,-0.0385,1.5,35,-0.1977,0.0147,139,0.029,0.098,1748,-0.0397,0.0529,327539,0.0085,0.1194,199,-0.1931,0.6681,0.2104,-0.0025,-0.185,0
202301,32780,"Medford, OR",200,512475,0.0051,-0.0665,544,-0.146,0.5543,99,0.0944,0.2236,162,0.35,-0.4296,8,,0,158,0.463,0.3621,197,-0.0751,-0.5632,286,-0.0017,-0.0086,1822,0.015,-0.0228,722745,0.0106,-0.0254,745,-0.1297,-0.0757,0.3621,0.0278,-0.9264,0
202301,31820,"Manitowoc, WI",430,279000,0.1164,0.6465,51,-0.114,0.0521,71,0.2634,-0.0987,32,0.1429,0,0,,,10,-0.1667,-0.375,44,-0.2869,-0.4695,142,0.0607,0.1353,1693,0.0139,0.0782,291921,0.0696,0.1023,95,-0.1992,-0.2674,0.8614,-0.2088,-0.8469,1
202301,42620,"Searcy, AR",461,244450,0.0679,0.3214,96,-0.25,0.3333,70,0.1583,0.3365,64,0.7778,0.2308,2,,-0.5,20,-0.1667,0,68,0.1333,-0.2444,126,-0.0243,0.3104,1898,0.0543,-0.0012,297529,0.0017,0.0623,167,-0.1048,0.0152,0.7083,0.2396,-0.5417,0
202301,24980,"Grenada, MS",882,149450,0.003,0.0013,33,0,0.7368,63,-0.2544,-0.1871,20,0.6667,0.6667,0,,,4,,0,9,0.125,-0.25,92,0.0484,-0.0298,1945,0.0044,0.1042,202917,-0.0134,-0.2522,42,0,0.3125,0.2727,0.0303,-0.3589,0
202301,32620,"McComb, MS",734,174175,-0.0809,-0.0047,82,-0.0575,0.2813,111,0.2907,0.099,22,0.375,-0.0833,0,,,12,0,2,16,0.2917,-0.2619,90,-0.0645,0.0625,2018,0.0047,-0.1651,271286,0.0054,0.0937,98,-0.025,0.1747,0.189,0.0511,-0.1391,0
202301,46380,"Ukiah, CA",418,605750,0.0113,-0.2123,231,-0.1679,0.3097,137,0.1024,0.4149,54,0.2273,-0.2059,0,,,34,-0.0556,0.0625,48,0,-0.4,359,-0.0229,-0.1522,1700,0.0137,-0.0556,898051,-0.0504,-0.3326,276,-0.1481,0.0781,0.2082,0.035,-0.2463,1
202301,13620,"Berlin, NH",759,259250,0.0807,0.534,78,-0.271,0.3,104,0.1183,0.2683,20,0,0,0,,,8,-0.6,1,33,-0.0441,-0.3085,158,0.0529,0.337,1523,-0.0107,-0.0203,276914,0.0291,0.0888,111,-0.2163,0.0524,0.4167,0.0989,-0.3667,1
202301,21700,"Eureka-Arcata, CA",299,478000,-0.0225,-0.0843,272,-0.142,0.7215,102,0.106,0.3658,84,-0.087,-0.125,0,,-1,66,-0.0833,1.3571,5,-0.4444,1.5,312,0.0052,-0.0011,1507,-0.0054,-0.0213,627962,-0.0214,-0.2466,277,-0.1503,0.7313,0.0184,-0.01,0.0057,0
202301,32460,"Mayfield, KY",724,204900,0.0146,0.1715,41,-0.0889,0.2424,74,0.126,0.0103,20,0.6667,-0.1667,0,,,18,0.5,1.25,21,-0.3636,-0.3824,114,0.0018,0.1231,1755,0.012,-0.0072,237482,0.0239,-0.0232,62,-0.2051,-0.0606,0.5122,-0.2211,-0.5181,0
202301,41820,"Sanford, NC",529,375000,-0.0257,0.1062,88,0.0115,1.2,67,0.1814,0.0269,58,0.3182,0.45,0,,-1,18,0.125,3.5,84,-0.0291,-0.412,175,0.0206,0.1897,2104,-0.037,-0.0853,405259,-0.06,-0.0072,170,0,-0.0556,0.9489,-0.0396,-2.6011,1
202301,43020,"Shawano, WI",619,275425,-0.0366,0.2813,41,-0.1563,0.2273,109,0.2219,0.3262,16,0.3333,0,0,,,6,0.5,0.5,24,-0.1111,-0.3846,150,-0.0518,0.2277,1784,0.0531,0.0619,301597,-0.0571,0.0122,65,-0.14,-0.0786,0.5926,0.0301,-0.5892,0
202301,33300,"Milledgeville, GA",604,349450,-0.0013,0.52,117,0.0636,0.3146,97,-0.0762,0.1829,46,0.15,-0.2333,0,,,18,0.5,3.5,32,-0.0735,-0.3942,153,-0.0134,0.2528,1953,-0.0656,0.0997,416419,-0.0313,0.3836,143,0,0.0362,0.2692,-0.0399,-0.315,1
202301,29100,"La Crosse-Onalaska, WI-MN",294,359900,0,0.1802,103,-0.1865,0.1022,76,0.2667,0.2258,58,0.1154,-0.3095,0,,,24,0.2,0.5,29,0.0962,-0.2297,162,0.0201,0.0969,1908,-0.073,-0.0609,368760,-0.0091,0.0771,130,-0.1333,0.0078,0.278,0.0717,-0.1198,0
202301,24380,"Grants, NM",874,195000,-0.025,0.4444,28,-0.0345,-0.0345,132,0.133,1.129,8,1,0,0,,,2,-0.75,,4,0,-0.3333,112,0.0099,0.1599,1794,0.019,0.2516,257459,0.0057,0.2041,32,-0.0455,-0.1,0.1429,0.0049,-0.064,1
202301,26220,"Hood River, OR",867,819750,0.0591,0.1085,22,-0.1042,0.2647,80,0.1511,-0.2793,10,1.5,1.5,0,,-1,2,,-0.5,10,-0.3667,-0.4412,379,0.0029,-0.0816,2238,0.0252,0.1876,963028,-0.0077,-0.1316,32,-0.2125,-0.0156,0.4419,-0.1831,-0.5581,1
202301,48780,"Williston, ND",642,377275,0.0657,0.2881,133,-0.0185,0.0192,84,0.239,-0.0941,32,0.1429,0.1429,0,,,22,1.75,0.8333,70,0.1111,69,168,0.0282,0.2272,1813,-0.0047,-0.1661,416168,0.0415,0.2966,200,0.0256,0.5385,0.5283,0.0616,0.5206,0
202301,36700,"Orangeburg, SC",438,301400,0.0217,0.3034,131,0,0.2843,105,0.1237,0.3145,48,0,0.2,0,,,24,0.2,0.5,62,-0.0682,0.6622,137,0.0147,0.2235,2014,-0.0433,0.0259,323497,0.0079,0.1589,189,-0.0105,0.3597,0.4695,-0.0344,0.1067,0
202301,17020,"Chico, CA",215,422481,-0.0288,-0.0452,382,-0.1446,0.9268,86,0.14,0.5,134,-0.0147,-0.3163,0,,-1,90,0.125,0.6071,119,-0.0287,-0.4015,266,0.0111,-0.0434,1705,-0.0039,0.0478,506691,-0.0138,-0.0642,503,-0.1153,0.2852,0.3106,0.0371,-0.6894,0
202301,47420,"Wahpeton, ND-MN",853,271244,0.0197,0.2329,44,-0.0435,0.2941,102,0.0941,0.7851,10,,-0.1667,0,,,2,-0.5,-0.8333,3,0.25,0.25,117,0.0047,0.4853,2310,0.0079,0.1214,263694,-0.0189,0.2416,47,-0.0208,0.3056,0.0568,0.0133,-0.002,1
202301,47340,"Wabash, IN",799,176400,0.0383,0.1768,50,-0.066,0.8333,66,0.2718,0.4719,22,0.1,0.1,0,,,22,0.1,,17,-0.15,0.0625,104,0.0935,0.2353,1660,0,0.0434,214843,0.0311,0.1322,65,-0.1216,0.5116,0.3434,-0.0339,-0.2492,0
202301,45460,"Terre Haute, IN",240,154950,-0.031,0.3369,291,-0.0349,0.3768,75,0.0993,-0.0292,138,0.4375,0.0781,0,,,76,0.4615,0.7273,140,-0.1226,-0.1983,92,0.009,0.1407,1600,-0.0127,0.0407,201911,-0.0187,0.0272,427,-0.0708,0.1253,0.4802,-0.048,-0.3444,0
202301,45300,"Tampa-St. Petersburg-Clearwater, FL",17,400000,-0.0123,0.039,10524,-0.0468,2.0897,67,0.1356,0.6341,5696,0.3459,0.0945,302,0.51,-0.1703,5518,0.1534,5.4765,6248,0.0327,-0.2581,242,-0.0046,0.0406,1671,-0.004,0.0393,605807,0.0152,-0.0323,16696,-0.0241,0.4215,0.5937,0.0457,-1.879,1
202301,24340,"Grand Rapids-Kentwood, MI",52,369900,0.0278,0.1185,1020,-0.1414,0.6667,66,0.1379,0.2453,734,0.4225,0.0426,10,-0.1667,-0.8333,284,-0.0533,2.381,884,-0.104,-0.172,188,0.0247,0.0432,1960,0.0042,0.0483,449893,0.0427,0.0042,1902,-0.1243,0.1444,0.8662,0.0362,-0.8773,0
202301,35740,"Norfolk, NE",599,244350,0.0213,0.0624,65,-0.1623,0.29,90,0.4102,0.3674,38,2.1667,0.5833,0,,,12,-0.25,0.5,4,0,-0.2,131,0.0571,0.1004,2147,-0.0287,0.0168,338970,0.018,0.2586,70,-0.142,0.2636,0.062,0.0101,-0.038,0
202301,37940,"Peru, IN",781,121150,0.0104,0.2127,46,-0.125,0.0581,72,0.1,-0.0338,14,-0.3,-0.3,0,,,14,0.1667,0.1667,17,0.375,-0.0833,76,-0.0299,0.0664,1717,-0.0007,0.1922,146218,0.0377,-0.0458,62,-0.0313,0.0333,0.3626,0.1319,-0.056,0
202301,24060,"Glenwood Springs, CO",460,1725000,0.133,0.7468,682,0.0774,0.4328,129,-0.0786,0.2524,104,-0.1333,0.1304,10,1.5,-0.375,48,0,1.4,7,-0.1875,-0.4091,960,0.2163,1.0852,1791,-0.0708,-0.0604,4212056,0.0261,0.1581,685,0.0737,0.4124,0.0095,-0.0031,-0.0136,1
202301,44020,"Spirit Lake, IA",881,324500,-0.0012,0.1201,94,-0.0556,0.7,154,0.2106,0.0827,32,1,1,0,,,2,-0.75,,41,-0.0357,-0.0795,206,0.0018,0.0513,1588,0,0.0744,596775,-0.0286,0.2653,133,-0.0634,0.3434,0.4332,0.0089,-0.3668,1
202301,31340,"Lynchburg, VA",182,322300,-0.0082,0.1419,376,-0.0682,0.3411,67,0.031,0.0391,262,0.2358,0.1293,16,1,1,110,0.4474,0.7188,367,-0.0578,-0.2268,178,0.0177,0.1005,1792,-0.0044,0.0358,396016,-0.0042,0.1169,737,-0.0677,-0.0061,0.976,0.0108,-0.7168,0
202301,36830,"Othello, WA",914,338800,0,0.0439,41,-0.0122,0.7609,163,0.2405,0.6414,4,0,0,0,,,4,-0.5,0,15,-0.1176,-0.6053,225,-0.0085,0.0652,1657,0.0487,-0.0499,366021,0.0199,-0.025,56,-0.0431,-0.1048,0.3704,-0.0443,-1.2818,1
202301,34260,"Mountain Home, AR",605,282200,0.055,0.3283,136,0.0149,0.271,101,0.1348,0.2024,60,0.875,-0.0625,0,,-1,28,0,0.4,69,0.0224,-0.2634,145,0.0668,0.1866,1816,-0.0106,0.0425,389874,0.0082,0.0487,204,0.0149,0.0099,0.5037,0.0037,-0.3655,0
202301,15740,"Cambridge, OH",683,198600,0.0068,0.1033,80,-0.0305,0.3475,91,-0.0109,0.1098,30,0.25,0.25,0,,,20,0.6667,0.6667,30,-0.0781,-0.2805,116,-0.0606,0.1564,1742,0.0867,-0.0662,223863,-0.0094,-0.2787,110,-0.0395,0.1061,0.3711,-0.0192,-0.3238,0
202301,44460,"Steamboat Springs, CO",825,1007493,0.0892,-0.3193,132,-0.1141,1,93,-0.0314,-0.1019,48,0.0909,-0.0769,0,,,14,0.1667,2.5,72,0.3241,-0.2921,623,0.0423,0.1064,2065,0.018,-0.3173,1803240,0.0422,-0.4621,202,-0.0025,0.1994,0.5417,0.1793,-0.9886,1
