RegionID,SizeRank,RegionName,RegionType,StateName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31
102001,0,United States,country,,0.028897339846957904,0.02844518492331941,0.02825965912701449,0.028218144374424145,0.028402014431593802,0.028432547759218732,0.02847065993605923,0.028470469459868752,0.02830816449374583,0.028102983678152085,0.02772915723255122,0.027363430554492044,0.02693369073516515,0.0267927166659655,0.026909342432456785,0.027053877211137906,0.02711841165962651,0.027192571859584586,0.027331407699844556,0.02726867505315775,0.02707433021016742,0.026800847120579934,0.026801480844328013,0.027510220952801378,0.02804271061058061,0.02781475312037833,0.026763953770117577,0.026162709769151044,0.026487472605576507,0.027276941671865465,0.028179279694133877,0.02887495138197926,0.029374534125514166,0.029676972118341898,0.03028973457752297,0.03126229292877066,0.032498275340169074,0.034039737799655016,0.03558375772766308,0.03670455095597704,0.036867616589894694,0.03646680883958156,0.03574838686069063,0.03512539251572319,0.034666082170895604,0.034507035198276324,0.03492208880635378,0.03577534183533105,0.036698988060993636,0.036951166798325996,0.036724413246882685,0.03619142414762853,0.03531629660661919,0.03403519288649108,0.03260662145791965,0.032068987049317495,0.03173392915328399,0.03151730572336416,0.030865627652331255
394913,1,"New York, NY",msa,NY,0.03550236142533576,0.03482828845612538,0.03478627634731259,0.034261758220876966,0.033946497450064374,0.03356186046955208,0.0335886695613302,0.033855020411988235,0.03403176219690101,0.03441047190769104,0.03414509905883841,0.033965457959101886,0.03303599488725839,0.03301911358388784,0.032863048691398604,0.03309466730124917,0.03273475455686951,0.032279652431016596,0.03202341819730082,0.03185158427990287,0.032032977694505936,0.03184492904119072,0.03161890551419632,0.031362510387745596,0.031175980031723716,0.031237961889488297,0.031017530771422525,0.030878460801844084,0.031230551124389116,0.031796528727061846,0.032904478049219296,0.033498068090767684,0.034172930171607836,0.03363294335289676,0.03347901160789515,0.03372999672447773,0.03481889534894323,0.03607920179788602,0.03721367771053138,0.03856103732758098,0.039427903184055584,0.03960142200901279,0.03936162434097438,0.0386033508558857,0.03801922129510365,0.03750151374321568,0.03727200681743723,0.03871890187453484,0.040460418405616906,0.041614318344663316,0.04144630058025542,0.04123674598702623,0.04108932927598106,0.040211193194235106,0.0389969552471958,0.038474900942926764,0.03819407058764645,0.03804765140868154,0.03744652896066721
753899,2,"Los Angeles, CA",msa,CA,0.02678043882529231,0.0268161313984915,0.02681504830007903,0.02669249265440903,0.026347613973044404,0.026025446913733097,0.025909757777682174,0.026134193203778758,0.02634322376404667,0.02590492017013613,0.025747774044353855,0.025625515144461666,0.025698490184103112,0.02562696646644463,0.025549771520431478,0.025562952953441558,0.025372630439529392,0.025259362799536778,0.025172476917966164,0.0252719092922077,0.0254965599124015,0.02531054131054131,0.025388456794272485,0.02648613010489499,0.02786179148055636,0.028096919830943895,0.02676529534813984,0.02613038063915303,0.02634853840464921,0.02742453602665107,0.028276088864220783,0.0286988515892496,0.02888408921934496,0.028668539650543032,0.029459034026672562,0.030606711265958302,0.03219292429347891,0.03374466364752441,0.034828917587538276,0.03584342791452586,0.03593184524432252,0.03520255932985635,0.03399264438053873,0.03331715499537192,0.03316263028758273,0.03234706457125615,0.03315002877717444,0.035077463703596275,0.03721797333764584,0.037342578844869544,0.037037159052492476,0.03670978003031055,0.036299101105127816,0.03453129556373737,0.03337217701518114,0.03246122782269412,0.032455612948617735,0.03180287425426598,0.03127975241178344
394463,3,"Chicago, IL",msa,IL,0.025466925664552855,0.025508715473239008,0.02549556264229265,0.025567994918114758,0.025634450243003423,0.025450428077282466,0.025294441137154556,0.025082742571790828,0.02506185702458949,0.025057627870539046,0.025170612965168898,0.025172696819465806,0.02511923769996895,0.025025296481966358,0.025048753632591902,0.025164816770939163,0.025194015044737214,0.025145890480645843,0.025196797591236043,0.024981805399123213,0.02480312035619407,0.024243105800443837,0.024163822535240437,0.024498199539733895,0.024956860644446927,0.02507677398078346,0.024453469499956693,0.0240545193687231,0.02418063933927748,0.02467500416875104,0.02512440064043164,0.025336099205795368,0.02560258572540845,0.025700197800736402,0.026047794744152197,0.026703065399422854,0.027682588242335233,0.02888680075019029,0.03000021690028126,,0.030680828982995508,0.03056456383005554,0.030193323888651247,0.029896057870969803,0.02944789656405092,0.029323792736879822,0.02932523576306041,0.029872973868585218,0.031243121312719845,0.03232264455753333,0.03308518096260165,0.032758983826432365,0.03229439278701598,0.0312799412679237,0.030673535549658446,0.03050676465118023,0.030206614278815463,0.029597766255176003,0.029001653238680824
394514,4,"Dallas, TX",msa,TX,0.023169395401844508,0.02291390970875007,0.02275183409450582,0.022524350587060107,0.02252682109524512,0.02202735411093025,0.021461841874659233,0.02118290007452379,0.021039532825875697,0.021128376758064463,0.021404107219643545,0.021634763066218532,0.021682194716437536,0.021292248862323473,0.021057206127280736,0.020906432748538012,0.020836228057987127,0.020839122782640915,0.020868179035546542,0.020600866586555185,0.020639100690046167,0.02027416934636349,0.02033155381260612,0.020594983802068367,0.021395567308691476,0.021474788705845713,0.02089190766420165,0.020265357355764724,0.020205481529017733,0.02040412345492788,0.02063944153292337,0.021201525355876754,0.021899000140219196,0.02261408724337786,0.02326626115642134,0.0238451208646638,0.024919823361678983,,,,0.030230459939197804,0.0294037276964553,0.028250603534481583,0.027562745485827028,0.027524003615936914,0.027585126685909542,0.027977409114583168,0.029635044320347748,0.02943903515357366,0.029632176214241007,0.028336249694032086,0.02947349860801607,0.0296353120754069,0.028726907077047212,0.027110199992703435,0.025706477075401024,0.025212056917502085,0.02495208083982271,0.02465304336668936
394692,5,"Houston, TX",msa,TX,0.028193549536591606,0.02755250684474429,0.027130295608665794,0.026892818868121563,0.026636138421767777,0.026511600838306375,0.026555830897054294,0.02669153578664277,0.026962341996906735,0.02731574883886319,0.02758700472624523,0.027315621187462072,0.026727039012086784,0.025908047233387715,0.025462843954831605,0.025008065696602553,0.02470762235948315,0.024509245432590383,0.024453901499197666,0.0243219447675118,0.024525196800032123,0.02469797524110325,0.025000000000000005,0.02551622418879056,0.02619433539001612,0.02657815011809314,0.02597773676354424,0.025100341358642097,0.024409282616916494,0.02429184576641467,0.02430092980770603,0.02460817382135461,0.02483068538481611,0.02523456076087655,0.02592763108721587,0.026661669119394226,0.027561354229605654,0.028086048946246275,0.029129504292905086,0.03003879769070129,0.030698033874337605,0.030751506800150957,0.030199455731336353,0.029823413562206386,0.02916475976694213,0.028865236543809125,0.02878704171396511,0.029273861458890642,0.02981969995210348,0.030576480667015835,0.031315817704212386,0.03168223311459764,0.031156141400788224,0.029927602905130957,0.028519945247473297,0.028056968209204277,0.028288916093794147,0.02923015584100404,0.029229970806778968
395209,6,"Washington, DC",msa,VA,0.024903124943103812,0.024085621191771656,0.02376066968889885,0.023664463414901884,0.023515200396898205,0.022974338775453986,0.02297618465383829,0.02331482186153969,0.024233657608345272,0.02504123784460351,0.02566711798855595,0.02579901701195284,0.02535983902095595,0.024709957540578507,0.02429738126774436,0.023928517498590002,0.023612698013266483,0.02311430903194267,0.023030180035105555,0.023183569251678058,0.023392718428387846,0.023515901074707444,0.02400423200148022,0.025107973464899083,0.025604875013541015,0.025192415805339024,0.023966642660384455,0.023429303107768747,0.02405474302732631,0.024903863484518774,0.025718734887625477,0.025711980515721853,0.025553645253882318,0.02584352253491004,0.026345355871342735,0.027250531935505515,0.027633905716531338,0.029106063596190678,0.030562303135865457,0.03125199631732461,0.030280822306008842,0.028849075349183434,0.027776668308959612,0.02702867168721386,0.026752775723902042,0.02706374633065454,0.027795202962440025,0.02830985738178049,0.02919673894243027,0.030014356685030563,0.030908841686407267,0.03077495930226315,0.029960064982015602,0.028562970276405378,0.027559463640858695,0.027115813563101974,0.027105449314405006,0.02644368571441102,0.026298738489762385
394856,7,"Miami, FL",msa,FL,0.02852053349796144,0.028145188049621534,0.0277446494530406,0.026945991077872423,0.026448727993191052,0.02607073558167149,0.025843905046149324,0.02579111414112714,0.02593440551348171,0.02645003247483682,0.026841277051639478,0.026931443312123344,0.026679345335238372,0.026444453414355012,0.026102573072474673,0.025747875526727634,0.025306807525117384,0.024995603052664534,0.02490584081135802,0.024795742404989884,0.02500089384659861,0.024999891830339474,0.025533881550429433,0.026556088748548794,0.02727020021475776,0.027219246773973815,0.025961816117010594,0.025321626696150994,0.025090094261228726,0.025542370861916814,0.02616453013135307,0.026367698011519735,0.02684210944483528,0.026819173251686316,0.0276788635304715,0.028386371512834848,0.029493700389511223,0.03074375247501478,0.0321941469819724,0.033661078079556005,0.034101661739352744,0.03392245026981869,0.03319939634031315,0.032724014336917566,0.03239167610129028,0.03191448705718062,0.03260055269326544,0.03464229263829444,0.03707977944915348,0.038473882021922014,0.03898670253474253,0.03934886391385306,0.03863721965416881,0.036797861746437184,0.0347300035966082,0.033361479647439095,0.032676785489522735,0.03237042631489823,0.03241369826648938
394974,8,"Philadelphia, PA",msa,PA,0.03078464300356536,0.0297264691563264,0.02948739199417232,0.029192575596938417,0.029197993674440478,0.028887159111897737,0.02889004516425892,0.029167596275296016,0.029677160051478493,0.03044947865781711,0.031062595627076927,0.03082923789219874,0.0299083299910177,0.029014938488368034,0.02887216405192476,0.028496112438876092,0.028102001140279362,0.027676730418364336,0.027739220947143567,0.02795259524834273,0.028076093091911808,0.028390387244143975,0.028761655663023047,0.029510610819566543,0.02937802988304795,0.029026288322903254,0.027903585072540427,0.027826126101476573,0.027998239280357134,0.028806716802877292,0.02971339843548375,0.03027697410635556,0.030412707441453246,0.03032639122042775,0.030701571595608126,0.031863167778775646,0.03273281131419848,0.033754838614252686,0.03498570157680399,0.035965108909802486,0.036420914122063545,0.03579169673830603,0.03503116077536307,0.034235541807010404,0.03401333305198545,0.034327662850351985,0.034913680736892626,0.0351436399747632,0.03559094826810134,0.03623810009127132,0.03733440080035034,0.03715951785264653,0.036492696744663884,0.034783295035262174,0.034264435161563585,0.034034331780460954,0.034412644024898964,0.034095183707438644,0.03351309183641857
394347,9,"Atlanta, GA",msa,GA,0.026285653300981492,0.025527733255503584,0.02477284894264345,0.02467978763467188,0.024763695917852203,0.024741104024960315,0.024659803211952186,0.02445788104267467,0.023924633911357223,0.023250940239747137,0.022635688102571595,0.022808423419188383,0.02269835359149908,0.022348015380379883,0.02187873707490973,0.02200667401594353,0.022245622641988937,0.022209339774557163,0.02165506942383376,0.021342879839613523,0.02111404688766844,0.02125707684919677,0.021572560078329157,0.02249152415518797,0.02368054232216082,0.02402538648466987,0.023537668119856536,0.02261503583884275,0.02243241749922134,0.022739173142355348,0.023767290655436642,0.024854621855920103,0.025788513337472414,0.02595184530970598,0.02681539675782485,0.027870188890593537,0.029038774628549775,0.029934887997310842,0.030819484988973706,0.031874959539593885,0.03208060426207235,0.032562889552370994,0.03158248977785357,0.030969437807360212,0.02961442425722471,0.028201505634299143,0.026773989175261647,0.027274301870696294,0.028658022171162544,0.030825711157687355,0.031095616690750782,0.03160691514148055,0.030315996359918333,0.029012927597892143,0.027480091176063735,0.027277581044842198,0.026943222906283593,0.027407407407407408,0.026923542095993316
